subject,predicate,object
http://dbpedia.org/ontology/Swarm,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/SystemOfLaw,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TeamMember,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TeamSport,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TelevisionDirector,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TelevisionPersonality,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TelevisionSeason,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/Temple,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TennisLeague,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TheologicalConcept,skos:broader,https://www.wikidata.org/wiki/Q34178
http://dbpedia.org/ontology/TimePeriod,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TopicalConcept,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TrackList,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/TrainCarriage,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q208502
http://dbpedia.org/ontology/TramStation,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q2175765
http://dbpedia.org/ontology/UndergroundJournal,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/UnitOfWork,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/Venue,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/VicePrimeMinister,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q877955
http://dbpedia.org/ontology/VideogamesLeague,skos:broader,https://www.wikidata.org/wiki/Q1326127
http://dbpedia.org/ontology/VolleyballCoach,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q20730881
http://dbpedia.org/ontology/VolleyballLeague,rdfs:subClassOf,https://www.wikidata.org/wiki/Q623109
http://dbpedia.org/ontology/WaterPoloPlayer,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q17524364
http://dbpedia.org/ontology/WaterwayTunnel,http://www.w3.org/2002/07/owl#equivalentClass,
http://dbpedia.org/ontology/WineRegion,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q2140699
http://dbpedia.org/ontology/WinterSportPlayer,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q20965770
http://dbpedia.org/ontology/WomensTennisAssociationTournament,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q26836193
http://dbpedia.org/ontology/WrestlingEvent,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q21156425
http://dbpedia.org/ontology/WrittenWork,http://www.w3.org/2002/07/owl#equivalentClass,https://www.wikidata.org/wiki/Q7725634
http://dbpedia.org/ontology/YearInSpaceflight,http://www.w3.org/2002/07/owl#equivalentClass,
